operationall,capitalall,euiall,operationpareto,capitalpareto,euipareto
844540.76,3285610.085,72.48,,,
1120100.42,2357644.782,99.61,,,
729288.18,2808125.42,136.48,,,
937509.1701,2275728.646,157.1553343,,,
968398.5581,2357692.92,90.51892877,,,
947345.95,2611527.718,65.47704994,,,
1041981.811,2426219.628,103.3653621,,,
1009033.275,1998408.028,179.6154151,,,
937213.8346,3184403.301,88.5453585,,,
1078542.021,2239261.174,108.2889275,,,
743120.1607,2861841.808,253.2024603,,,
930246.5596,2505411.529,175.1539788,,,
794899.0115,3599576.86,71.17058762,,,
894775.8843,2860568.968,59.63765569,,,
730563.6301,2907529.932,236.280158,,,
1054379.554,1999571.064,183.9798759,,,
876617.6888,2059478.757,283.8224056,,,
1010650.553,2308873.467,215.3916553,,,
881958.3926,2266708.653,274.5385935,,,
988343.3681,2235979.932,80.8677969,,,
1047754.47,1963677.263,165.6519693,,,
714869.2703,3305948.128,249.8272091,,,
945947.2727,2601162.205,94.26393419,,,
806828.168,2613127.087,276.7886208,,,
982648.2409,1939041.669,183.2776264,,,
741188.3634,2790057.922,252.5653772,,,
1001344.864,2643394.795,105.1805816,,,
919696.0523,3603753.213,93.41731203,,,
963444.6341,2343360.61,181.4987,,,
985146.4591,2608790.05,91.16536305,,,
907277.0855,2945797.445,66.34381644,,,
1055561.841,2038959.07,189.6481372,,,
912301.6213,2958853.078,74.57735988,,,
957729.6212,2720969.969,93.67903734,,,
1096341.427,1746754.574,195.1530493,,,
1152959.442,2283283.678,102.9403698,,,
817214.2745,2873284.734,253.3217441,,,
827074.6715,3061589.882,77.58102091,,,
934057.9844,2608361.596,78.48427066,,,
951379.7815,2116265.233,286.0143523,,,
857711.0821,2325459.775,248.0509875,,,
976581.6331,2446958.817,84.25535338,,,
852868.8928,2765828.755,270.5297598,,,
806047.3162,2772807.808,148.6014496,,,
939966.03,3136122.551,66.32815025,,,
919703.3154,2534351.798,157.424446,,,
785667.2558,2962984.107,270.3882504,,,
932678.4837,2084747.901,286.3771949,,,
1019418.334,2388326.592,98.89790416,,,
882316.4908,2668799.25,305.8121999,,,
985790.7331,2315669.91,167.5618332,,,
1018741.115,2360525.18,95.80595955,,,
868824.0941,2647564.148,152.8548088,,,
742387.0181,3339570.649,252.3703913,,,
950199.8644,2696230.605,96.02073308,,,
1063599.843,2199220.324,102.9599848,,,
1135740.942,2280876.011,100.9355312,,,
718916.5499,2888381.33,242.1268928,,,
916079.0446,1999097.546,279.8176266,,,
992130.2666,2235586.307,80.95987184,,,
908670.8388,2392147.191,180.9026645,,,
976305.4718,2130262.167,161.9799617,,,
871938.4037,3007861.236,156.236395,,,
1086036.994,2001737.084,200.6779243,,,
790050.4243,3006086.916,241.7502161,,,
884812.1158,2902249.935,62.41985202,,,
1021804.825,2876239.283,107.3213507,,,
922557.6488,2342321.635,179.6376533,,,
908018.2533,3117721.904,180.0341782,,,
908643.3257,2876475.788,67.14216405,,,
959783.9841,2314101.158,65.56722485,,,
952429.4786,2457074.345,283.7857659,,,
904931.4241,2429640.497,170.4813794,,,
1065766.606,1748314.944,195.9736726,,,
824213.8815,2435124.025,257.1398476,,,
768970.0069,2756761.963,268.5887134,,,
880776.9621,2346184.705,274.930087,,,
951110.4079,2387011.973,177.8550676,,,
959837.3169,3088911.985,83.63994618,,,
908018.2533,3117721.904,180.0341782,,,
870356.5522,2518312.195,163.528595,,,
840324.1557,2464146.989,263.7983309,,,
984911.6829,2415237.979,184.2292044,,,
990667.5394,2236435.335,180.1179916,,,
1077506.973,2355189.842,214.7485113,,,
934306.6024,2347442.819,186.9522397,,,
935259.4623,2491439.384,99.86069682,,,
916714.3174,2714533.82,286.7438611,,,
1052972.965,1673995.584,189.8569842,,,
1039899.462,2758622.995,73.12730456,,,
970904.674,2606475.228,163.1106019,,,
697343.5334,3207664.018,234.8875049,,,
735313.2277,3182157.109,243.5965231,,,
728862.3649,3191562.771,245.6026549,,,
993385.5288,2947717.935,118.0937519,,,
899716.0156,2563613.266,186.5648145,,,
1199483.965,1823947.531,210.651225,,,
1000136.866,2351011.628,315.9389446,,,
953515.1055,2099084.693,166.6442504,,,
910134.9462,3049327.792,89.34697837,,,
964881.8749,2094395.705,169.378746,,,
901845.6314,2992383.809,67.38039082,,,
695374.296,3192175.955,254.3023828,,,
1108472.189,2141616.64,111.2194791,,,
957031.7887,2362381.908,87.7844331,,,
948449.6846,2479544.793,104.2732606,,,
794680.5467,2777496.796,145.866954,,,
925932.3856,2755721.92,98.2166121,,,
1026148.426,2206460.626,190.2926373,,,
823045.631,2507350.399,266.1910335,,,
654917.168,3082581.817,251.9951704,,,
929854.7901,2682350.821,294.6284546,,,
934051.058,2558330.561,160.8383304,,,
1046118.155,2068700.297,106.627928,,,
1087301.605,2286325.356,198.9827108,,,
1214229.867,2082855.11,140.0462899,,,
762532.6765,2972464.395,239.2070339,,,
1023430.461,2454441.225,202.3897907,,,
1034907.511,1781235.291,197.1359673,,,
1110745.891,2391945.639,129.162357,,,
723234.7704,2898768.629,236.5521704,,,
837650.3192,2408731.891,263.4545335,,,
838116.0123,2504193.916,265.1192575,,,
874648.0505,3012862.196,280.1183983,,,
710765.1312,3101380.984,255.3321207,,,
1021653.734,2477915.125,108.0242556,,,
838208.1841,2876590.777,266.3236977,,,
945432.1558,2870934.968,94.75374939,,,
958097.672,2116575.669,170.6583572,,,
953108.7279,2282753.222,81.29191898,,,
1079581.254,2057760.556,187.69696,,,
1015961.476,2209812.16,85.68218388,,,
853742.8944,2758594.391,167.2054494,,,
1071615.649,2034614.807,203.8847591,,,
853370.3611,2694253.181,268.7899832,,,
842302.0363,3175515.166,65.85338793,,,
820813.3397,2352984.936,263.6925014,,,
717439.4213,2886716.682,241.6692482,,,
835747.0202,3302780.364,71.53249998,,,
984127.3957,2008807.119,189.6949072,,,
750449.7569,2940210.266,239.462024,,,
1097789.419,1911067.141,185.706747,,,
902606.2665,2456363.288,292.33678,,,
888945.5428,2604683.501,164.5282057,,,
768915.1478,3537152.092,60.64133542,,,
854657.4725,2599660.747,251.9304964,,,
961630.3223,2246039.539,158.7106491,,,
1058100.622,2309052.297,205.9143495,,,
998423.1129,2461384.554,281.0476108,,,
750902.7197,2849041.023,242.14532,,,
944601.2099,2188578.879,168.7412126,,,
875822.2726,2627188.27,285.1848387,,,
820114.1615,2458651.72,259.1070832,,,
865841.274,2475853.249,276.7551729,,,
950326.3979,2618666.316,64.59476676,,,
931626.5207,2781219.437,177.6603422,,,
1055046.886,2575633.272,99.90801033,,,
809613.3127,3285828.208,67.61545887,,,
1089017.996,1732871.158,186.0638973,,,
968703.4629,2147165.15,169.9457224,,,
950716.6947,3043575.307,71.09618176,,,
858991.0398,2793109.835,159.7845546,,,
931129.0347,2586886.23,166.9482422,,,
791422.815,3288727.516,61.28375072,,,
931007.4382,2347509.269,166.0018351,,,
690668.2771,3176316.082,250.612199,,,
845212.4911,2725276.064,163.1893869,,,
862406.0427,2340551.088,282.8329252,,,
1050593.467,2032945.84,192.233919,,,
833309.0434,2547876.057,149.2608872,,,
901086.1511,2664968.516,267.6772727,,,
822376.8016,2401754.576,273.4931393,,,
835638.6786,2803554.644,147.1843009,,,
880772.3689,3123158.264,74.45446381,,,
971374.6104,2514635.234,81.55503509,,,
918421.4634,2196686.867,177.8707338,,,
1063263.773,1829415.456,181.2825842,,,
926749.9776,2712648.555,310.7268921,,,
829929.3836,2463529.003,265.3907047,,,
866775.2686,3222011.468,72.64526152,,,
940798.9394,2472808.394,169.0882874,,,
998236.136,2373942.214,91.00390212,,,
1017292.865,2486223.558,187.8159112,,,
851495.6713,2820182.415,149.1288516,,,
948610.7225,2717406.257,163.280299,,,
943902.878,2406010.889,159.4511888,,,
980430.7976,1964725.404,193.5666762,,,
984130.923,2304367.629,190.4848619,,,
746651.8882,2585507.327,259.9636228,,,
863707.7886,2634012.796,255.1787898,,,
925666.6077,2695345.38,93.62640078,,,
986667.1236,2826907.987,91.64827589,,,
951129.4188,2230088.435,159.3876319,,,
1026659.5,1911089.165,188.771689,,,
771586.934,2607822.051,241.1096672,,,
999810.1551,2565412.732,100.6142556,,,
917785.0898,2458348.78,172.2005266,,,
847935.5389,3206343.265,56.01270499,,,
964319.6411,2218193.843,163.8001957,,,
1041940.11,2108548.855,189.2364828,,,
959244.4983,2376061.095,163.0274001,,,
941218.0634,2413397.445,305.2696412,,,
973210.9921,2551399.001,287.9227806,,,
834464.0619,2698434.384,261.8255267,,,
787193.1087,3132803.101,150.992308,,,
937086.4833,2572067.985,67.41010813,,,
1030958.393,2287233.668,159.5372904,,,
873856.8558,3209238.282,84.98412471,,,
918739.5209,2295603.964,173.144046,,,
993011.9317,2336154.049,102.0534089,,,
970057.3435,2315178.796,184.2161734,,,
820000.0193,3023284.192,268.3139107,,,
966577.7369,2597187.531,66.67465807,,,
893085.1348,2987110.859,90.36710717,,,
775786.8825,2994589.787,248.649523,,,
943382.0044,2033067.489,183.344607,,,
917384.8882,2542587.511,180.989956,,,
1038252.683,2341336.298,95.73988215,,,
923508.5752,2572816.824,83.58432615,,,
803431.6068,3356308.976,66.08780795,,,
828172.1507,2413806.522,268.3760615,,,
1033848.051,2187991.95,108.7898334,,,
903039.9391,2619584.761,294.2960109,,,
813692.552,2635038.067,284.7578116,,,
797662.8761,2702121.005,262.8520886,,,
948006.3318,2297979.168,152.9497836,,,
706010.1051,2831875.92,257.37692,,,
943563.8874,2582727.917,69.7868972,,,
935897.2021,2627034.303,96.39978299,,,
896424.2489,2966258.783,163.9271542,,,
854687.7763,2099871.371,267.0694123,,,
914091.8435,2995030.094,60.25718128,,,
811678.8616,2512039.387,263.4565379,,,
670760.9224,3213714.826,242.7679026,,,
795929.3131,2934708.02,278.7181854,,,
1001097.09,2093448.148,179.5346306,,,
920404.0504,2397095.173,276.4714693,,,
1001739.887,1992736.655,179.732628,,,
1017068.779,2165663.439,90.34973774,,,
909832.8742,3073764.332,70.12376937,,,
745107.3705,2836989.077,247.2623978,,,
935905.0529,2651544.038,67.80160161,,,
795511.7864,2764704.763,260.7411098,,,
901615.4211,2047214.305,277.9755347,,,
902672.3678,2506396.635,154.865787,,,
719336.4077,3218797.399,250.764286,,,
811425.2273,3263886.862,57.20779952,,,
870839.715,3048134.92,81.17296134,,,
1027374.684,1702020.044,187.8440248,,,
984971.8952,2548312.318,83.52880934,,,
1152915.067,1828438.149,214.8627713,,,
829436.7617,2698394.794,266.6808481,,,
848910.4261,3414316.1,66.89953323,,,
897351.5532,2433935.86,167.8389587,,,
741904.8028,2908703.249,277.0593031,,,
834376.53,3218816.725,72.53772792,,,
912069.9296,2247442.555,160.2357864,,,
928865.9945,2492538.781,159.6314857,,,
951119.9822,2803627.666,102.5952022,,,
913806.4608,2662325.557,150.7332975,,,
907257.2363,2594295.608,81.50443485,,,
934557.6548,2634410.981,157.4374771,,,
862715.4168,2266288.781,264.4508667,,,
817750.4323,2854872.232,252.0568689,,,
845436.5198,2876692.735,162.8200099,,,
848018.685,2133008.476,259.9645182,,,
896384.7502,2735557.665,94.56464145,,,
1149756.874,2354997.851,132.7372752,,,
1025362.364,1964780.137,186.5894337,,,
762416.3765,3321292.967,249.1093023,,,
815979.8067,3272143.936,68.43081014,,,
914836.7798,2295788.112,166.1928712,,,
842293.9708,2912353.163,268.1442136,,,
1023593.988,2070477.075,183.0227509,,,
964745.6594,2752865.342,95.46633548,,,
823168.2021,2521269.073,243.3513247,,,
944087.6551,2632775.05,153.306979,,,
968098.1765,1951433.134,158.7003937,,,
982571.4658,2574038.978,206.8976666,,,
1023255.897,2393963.492,194.753237,,,
1055438.438,2020766.26,196.7458204,,,
1014770.212,1918288.556,172.9920255,,,
913910.5343,2584478.563,164.9434036,,,
741761.2142,2925610.184,255.9939486,,,
982238.8764,2083344.886,284.8520576,,,
975558.7919,2721611.062,106.4931287,,,
973208.9999,2376230.455,94.92337175,,,
915291.4452,2520238.262,153.3459218,,,
690668.2771,3176316.082,250.612199,,,
896617.2317,2792308.522,77.34821053,,,
817924.9963,2915349.964,259.6934226,,,
719452.7078,2869968.828,240.8620177,,,
851481.3698,2940292.529,62.11236141,,,
893180.625,2479858.554,264.4488721,,,
927955.5602,2321723.475,170.1649454,,,
912120.5779,2647584.891,76.18740007,,,
809745.7957,2734375.135,262.5970985,,,
937974.0132,3199404.222,183.7682846,,,
1026101.064,2339287.387,91.69275526,,,
862333.1795,3100907.171,65.54524928,,,
1010760.222,2398314.675,189.175419,,,
997960.3277,2457853.369,106.2201529,,,
1000796.832,2348926.946,91.37637353,,,
898353.6749,2361294.889,290.5799811,,,
859640.7768,3336535.967,57.81264448,,,
1083030.469,2498669.089,193.4297125,,,
981914.7725,2629905.816,88.17392162,,,
895133.5401,2609024.643,250.1476931,,,
992142.2669,2264914.223,185.1967806,,,
859173.7054,3284425.192,66.09032154,,,
918654.9625,2635723.939,159.5461927,,,
1026209.128,1934522.587,196.3513861,,,
923101.5049,2382655.205,174.8252271,,,
1074306.186,2076964.487,214.8661189,,,
788842.1951,2716543.353,247.8328502,,,
933742.4924,2368775.65,175.1349753,,,
875000.5684,2911270.394,154.8690897,,,
963449.3481,2677820.374,179.4838222,,,
918083.6097,2555324.825,83.12472584,,,
1058284.443,2474515.53,96.99215604,,,
1009743.133,2773906.074,112.2387712,,,
741902.2123,2976439.069,266.79631,,,
926089.4992,2290465.941,263.177408,,,
1094571.245,2111446.002,100.4352368,,,
1018961.783,2763652.936,111.8966522,,,
917367.3907,2266217.012,282.8751403,,,
903818.5444,2509594.134,149.6960351,,,
753844.1338,2957864.313,255.7389585,,,
1038711.81,2314652.097,75.59358992,,,
746947.9752,3174025.085,251.970015,,,
910603.8931,2734039.729,180.5302029,,,
887841.7244,2546234.424,156.863798,,,
1026413.284,1925586.707,186.8695669,,,
1029508.743,1682969.393,200.5489204,,,
813771.576,2755671.551,257.6118484,,,
762008.3338,2926756.016,252.0543553,,,
1001163.022,2393759.194,186.3090957,,,
648309.637,3457184.112,246.5129081,,,
784050.5596,3168463.529,256.3165117,,,
1021406.137,2026747.196,176.1934277,,,
912393.422,2631643.627,297.8377371,,,
956391.8038,2897014.119,76.02468608,,,
923446.0153,2615015.997,180.4630896,,,
953988.7615,2309669.209,180.5701507,,,
1060920.686,2578984.353,124.0354615,,,
1083270.489,2083427.149,107.502395,,,
829535.4474,3187893.833,266.6638708,,,
1129802.038,1988282.122,204.2698647,,,
896870.9928,1995968.928,283.3727456,,,
1012243.719,2321813.861,103.251017,,,
920093.9901,2382502.912,188.0245809,,,
882456.652,2383836.049,261.9123739,,,
625519.7163,3471517.379,236.656496,,,
786867.9697,3181187.098,153.1369222,,,
882104.0685,2633265.861,170.3774613,,,
982680.2966,2155054.812,177.374613,,,
1066329.286,1670027.547,187.0315222,,,
944145.9968,2432618.544,96.6765412,,,
1048066.969,2953007.407,131.9998851,,,
659394.153,3218403.815,240.033407,,,
1027259.965,2694604.37,121.4706629,,,
1006664.965,2170708.019,183.8433118,,,
1055696.968,2215849.222,204.9284068,,,
1110626.633,1997667.018,207.4596773,,,
854524.5235,3000625.225,79.2124919,,,
989080.1023,2361505.065,186.5640858,,,
1072316.285,1777783.365,191.5637031,,,
1051782.749,1977979.522,163.2442442,,,
870423.5043,2528922.372,288.5977917,,,
864849.4935,2613399.127,270.4832252,,,
858094.0792,2912110.715,64.82983481,,,
971005.168,1931743.518,169.4000851,,,
1039235.823,2306592.146,220.1309896,,,
987309.92,2726196.493,91.84627334,,,
848218.1763,2707488.029,275.4581533,,,
1022170.252,1701960.64,195.4066996,,,
929455.905,2460028.577,171.1065189,,,
723301.7501,3112073.025,244.2920027,,,
817214.4115,3211453.767,74.92031001,,,
964905.1587,2328413.643,190.8843435,,,
885387.7661,2453955.621,290.3319413,,,
1026985.549,2293375.989,91.93069996,,,
871274.0782,2421250.219,272.2286651,,,
957078.5834,2725585.726,308.0041467,,,
873475.0987,2416766.063,166.5487105,,,
998410.6999,2434419.947,98.64045584,,,
841600.7039,3256251.256,158.589958,,,
778106.2842,2979004.091,268.0966346,,,
876862.6232,2572429.372,164.7831958,,,
880058.0558,2878757.109,62.40282976,,,
1043894.972,2056106.734,183.2016237,,,
1006150.217,2736662.307,96.74450648,,,
1014770.212,1918288.556,172.9920255,,,
991839.4652,2903375.16,98.62644903,,,
900499.6714,2889977.37,289.3574163,,,
968387.0864,2579698.182,69.0142322,,,
1027374.684,1702020.044,187.8440248,,,
970491.1117,2275133.759,185.5644751,,,
794354.0959,2661964.796,269.3865712,,,
765247.8942,2810841.075,243.1573246,,,
884041.4904,2912750.402,67.69341135,,,
971537.8624,2424541.348,292.0810573,,,
1063796.119,1980353.594,178.8938625,,,
723099.062,3120578.448,257.9915637,,,
1045481.544,2295210.67,207.4342147,,,
907073.5113,2531894.237,158.0614062,,,
1019076.502,1771068.61,178.2700141,,,
914310.0719,2971298.65,69.36820718,,,
1037410.372,2246900.54,305.1048425,,,
909046.6544,2936552.975,66.21198879,,,
879121.888,2375635.076,289.3823729,,,
974413.5411,2274695.689,300.3152939,,,
1084147.111,2036677.749,194.3874715,,,
919850.6808,2553074.512,80.41537321,,,
919802.8386,2190466.574,164.0939533,,,
1135047.63,2432440.09,139.9513152,,,
997001.6176,2907320.404,98.27216914,,,
798817.6881,3264780.977,70.81339223,,,
800286.4592,2461665.652,261.1528458,,,
756175.9876,3259200.48,238.3733051,,,
811558.4929,2654088.718,272.0529159,,,
785627.4658,3276675.569,66.40082847,,,
796928.8955,2633008.145,254.6990885,,,
848994.9994,2799586.606,144.3588389,,,
844973.8225,2246185.124,246.3217197,,,
938721.9306,2209597.325,274.2722966,,,
868050.1332,2399274.063,166.0891102,,,
782566.0176,2591987.309,264.4309447,,,
932870.1996,2202500.67,275.0019537,,,
875856.048,3305245.362,69.36003533,,,
984483.0529,2143430.564,295.7476019,,,
861886.1264,2148915.297,267.4690266,,,
846727.3098,2916799.703,62.09533914,,,
829139.3121,2437692.974,268.3010088,,,
885197.228,3051246.572,70.34261399,,,
914660.1206,2398944.494,174.6526209,,,
857671.4186,2646771.234,153.9494136,,,
807464.2013,2672494.3,264.6589872,,,
941585.2904,2652638.843,71.06902916,,,
888700.6084,2091732.886,283.5674155,,,
913028.0592,2503003.862,173.1491402,,,
1102683.026,2255363.574,217.3408411,,,
1045987.399,1965927.576,168.3613219,,,
870381.1238,2910349.655,74.34737665,,,
886793.6045,2765954.316,84.87301341,,,
867234.2304,2328716.583,277.7909001,,,
1053236.152,1802107.944,184.1842024,,,
815773.2,2784101.299,158.4964312,,,
944271.6806,2311667.045,151.9632039,,,
1008737.322,1936140.01,184.9066394,,,
1017865.218,2119289.238,189.1191663,,,
945600.4414,2707664.565,92.49602918,,,
851489.6455,2321806.654,272.5187324,,,
914160.5024,2904338.834,281.9535399,,,
802064.4763,2603161.683,256.9589172,,,
1053283.994,2164715.882,100.5056223,,,
810122.9316,3077271.246,280.6592972,,,
1073627.464,2226527.836,100.0583666,,,
1022769.393,2374827.439,93.39823442,,,
1037040.163,2450811.446,99.97256753,,,
976035.5315,1967223.483,180.560153,,,
838884.2069,2292062.928,259.7285547,,,
719200.3274,2819981.328,261.7894838,,,
992464.5117,2539426.493,75.63866637,,,
969631.4975,2441955.911,95.03408741,,,
907790.5539,2949609.078,167.411561,,,
929445.9485,2564853.963,284.3308402,,,
832801.7262,3360765.554,72.13977346,,,
683564.9846,3139830.247,238.2923372,,,
753046.5622,2961801.808,260.1976557,,,
958703.9375,3124955.83,73.83956031,,,
1038723.282,2092646.835,97.09828649,,,
993501.6136,2352390.44,175.3359927,,,
886359.6947,2567581.303,189.3902765,,,
876683.0697,2998482.021,65.8294455,,,
724509.1684,3018531.523,249.4119833,,,
831231.5186,2554626.801,254.203718,,,
912767.3143,3054315.103,76.24208383,,,
810545.9259,2501125.385,259.2197876,,,
897416.6975,2813129.604,69.15027493,,,
978386.4745,2510424.343,91.55619119,,,
1029011.138,2542685.79,93.68261697,,,
753221.8003,2726673.809,253.3633711,,,
735569.6674,3163978.331,237.1497918,,,
834042.8926,2263979.64,249.1789687,,,
964895.6088,2023147.306,188.4972991,,,
867276.5088,2313477.547,282.8398269,,,
751317.9061,2735404.505,254.0949838,,,
958228.1338,2596485.52,305.0098677,,,
1057468.424,1817363.51,186.3996619,,,
910233.5325,2871121.503,163.7849883,,,
849187.5011,3301986.928,78.87831896,,,
926009.2534,2551775.726,178.7120082,,,
1056468.225,2217604.53,177.1040533,,,
1101712.737,2087161.205,209.5566395,,,
1001559.476,2299925.245,74.7191229,,,
983848.5471,2082828.438,168.3234271,,,
943945.0781,2655412.725,79.46490343,,,
809613.3127,3285828.208,67.61545887,,,
936831.7304,2710444.532,76.85537233,,,
816253.415,3252052.357,52.16577444,,,
862148.8379,2616216.212,168.579503,,,
915056.7109,2587676.061,159.7736516,,,
1046647.168,2007825.984,160.9844154,,,
841634.6215,2593721.705,267.1906442,,,
868081.7338,2971930.295,99.03930392,,,
1005012.097,2255666.514,304.2473977,,,
898549.6916,2745659.266,164.9133787,,,
1004594.707,2214501.148,82.9476882,,,
985003.8554,1976974.871,162.7645429,,,
916179.7156,2564055.521,83.85633854,,,
739263.9896,2956142.614,267.5466839,,,
861747.5389,3023681.431,67.86310844,,,
1087699.85,1591336.63,214.24,,,
599117.26,3480410.864,226.56,,,
876228,2026891.826,283.79,,,
1151663.29,1755311.72,183.77,,,
637569.43,3239416.21,142.23,,,
1007929.75,2079192.95,88.88,,,
1091880.24,2066126.248,96.93,,,
1148644.04,1691274.54,205.18,,,
685014.62,2874892.092,230.28,,,
595850.04,3490110.838,221.46,,,
767040.87,3513447.802,63.88,,,
808689.56,2390870.78,168.61,,,
654350.94,3080920.483,248.79,,,
771261.89,3212653.267,63.54,,,
811107.7,2573579.266,268.33,,,
745344.35,3142499.205,237.48,,,
811570.53,3274372.7,69.06,,,
1197769.57,1785665.78,187.57,,,
1095059.15,2315359.38,153.85,,,
984764.04,2096654.299,86.53,,,
1205601.32,1933016.04,185.36,,,
948150.97,2582355.501,83.73,,,
1000922.58,1990771.219,301.99,,,
1149085.23,1992002.23,169.73,,,
907840.02,2782379.255,78.54,,,
955719.41,2061092.4,189.43,,,
775745.89,2847463.351,247.81,,,
1029870.9,2220250.601,92.95,,,
918250.39,2675691.435,80.61,,,
936040.15,2209285.398,82.36,,,
784594.1,3251726.582,241.86,,,
903937.96,2040655.188,281.31,,,
1005012.27,1959006.88,216.73,,,
999370.88,2772924.538,88.04,,,
1099281.59,2537982.31,154.87,,,
876641.32,2893166.607,75.76,,,
777582.35,2886045.612,253.61,,,
1042192.73,2482696.227,92.23,,,
1094640.27,2440470.71,97.96,,,
1064257.4,2267876.977,95.81,,,
914329.66,2174738.24,166.18,,,
958435.37,2811610.495,83.41,,,
988832.91,2466897.701,320.18,,,
861240.31,2899357.254,253.37,,,
868330.4,2846408.561,74.68,,,
1024248.9,2070501.681,288.02,,,
1081463.72,2594348.726,343.1,,,
1133840.19,1731459.17,201.09,,,
888629.55,3243645.199,74.68,,,
797845.69,2228019.821,245.95,,,
924579.14,2105076.61,190.57,,,
730215.28,3133349.753,233.33,,,
901914.15,2731438.756,290.18,,,
706892.46,2664831.82,161.71,,,
797563.13,2418808.72,165.89,,,
1057003.91,2703445.744,337.89,,,
739250.27,2531891.98,170.64,,,
665784.91,2592339.56,170.64,,,
1086640.39,1873732.96,218.24,,,
858189.35,2283066.393,281.27,,,
1001217.26,2034932.099,324.52,,,
1304088.87,1963683.13,167.09,,,
1078116.15,2644696.67,191.79,,,
1018714.61,2520975.959,89.74,,,
1030113.82,2297136.18,155.4,,,
733929.92,2378891.53,178,,,
1072237.65,2275505.318,326.66,,,
989529.64,2991686.734,324.01,,,
848041.26,2449060.928,270.12,,,
991487.37,2196012.6,212.43,,,
1121130.67,2262317.086,101.65,,,
1033900.22,2039566.84,172.89,,,
976206.78,2015302.05,192.97,,,
1016869.04,2412319.001,90.27,,,
867087.51,2901033.836,74.97,,,
935432.58,2474940.65,179.61,,,
1009264.89,2677866.78,171.87,,,
1014437.87,2477652.47,172.35,,,
1288991.02,1591336.63,225.22,,,
949988.59,2071840.874,276.93,,,
1036015.44,2472869.593,93.09,,,
931619.03,2412612.55,157.94,,,
786751.2,2673549.23,270.46,,,
950882.51,2704806.337,82.38,,,
1071114.62,2910491.607,95.9,,,
946774.44,2564283.359,83.51,,,
1046668.22,2659618.958,91.34,,,
1016302.74,1904839.38,162.09,,,
929276.4277,2507603.795,168.4063533,,,
804087.6632,2716548.794,261.8874173,,,
1166725.974,2316503.474,124.1238146,,,
921058.6486,2369133.668,177.1917617,,,
885610.2368,2568894.405,261.1746669,,,
947206.7053,2205031.388,156.8349962,,,
920397.3666,2453215.696,290.0146878,,,
903248.9226,2866378.828,80.43780678,,,
915657.0064,2107310.379,273.8093541,,,
994335.9929,2322754.027,170.0867455,,,
873523.9174,2400069.693,167.1841265,,,
842896.6472,2798190.471,145.3229245,,,
883563.3093,2166835.185,264.7502023,,,
846848.8921,3208654.967,54.49858624,,,
806437.4581,3417049.005,277.7822018,,,
1060294.928,2043110.313,210.4982928,,,
1000095.325,2532549.089,96.64218927,,,
758777.6539,3340699.507,251.9801782,,,
923010.7821,2327847.202,287.5117702,,,
872493.6524,2608895.642,279.3186205,,,
863914.3256,2580433.93,271.1323901,,,
928018.889,2170258.131,155.4281498,,,
852175.8852,2481319.614,251.9019003,,,
758220.7111,2864028.043,246.766597,,,
932368.0492,2120683.714,271.1143029,,,
873132.6984,3021356.084,66.55193842,,,
977149.7642,1899044.653,162.605903,,,
855909.7756,2577937.863,278.2142461,,,
703169.0062,3227214.13,241.6476285,,,
1003611.26,2955076.267,114.1225867,,,